index,Class,tweet
8908,0,Hawa WamaSai Wa Town Wahuni Kweli Haya NimaKapi ya WamaSai 2 Sio Original
8909,0,Hawa wamama wasamburu unaeza ata ingiza mguu kw hio shimo ya earing
8910,0,Hawa wamaasai wamezidi they have sold almost all their land spent the money on alcohol&women and now they are invading other peoples lands.
8911,0,Hawa waluhya wetu wameanza ufala RT : Western leading in HIV TB prevalence.
8912,0,Hawa Waluhya wawili hukua mafala... Haha magomago!
8913,0,Hawa waluhya wa kakamega wako na shida mara ni kubadilishana mabibi saa ingine ni kungoa makende moja.
8914,0,hawa waLuhya wa FC wanafunga Uhuru highway ni kushinda wameshinda ama wameshindwa?
8915,0,Hawa waluhya ni bure sana....kazi ni mdomo tu kama ni wa AFC vote for
8916,0,Hawa Waluhya hata wakule Sahani ngapi kwa Mosque nko sure hawajashiba.
8917,0,Hawa waluhya tweet any ina kuku ama food huwa lazma wajump kwa convo. Smh
8918,0,Hawa wakyuk huita nyundo 'nyondo' shida yao ni nini? Kwani hawakunyonya...smh
8919,0,Hawa wakorino ata ukiwaona hapa madame wao ni naughty kuruka. Ni ka madame wakamba hehe
8920,0,hawa wakisii wanashake weird moves on grapevine wanachoma picha
8921,0,Hawa wakisii walirogwa na greencard. Just pay the ticket if you want to go abroad..sheit
8922,0,Hawa wakisii sio wezi walikua wanajaribu kama wanaeza tembea nje ya Nakumatt na hizo mafuta ndani ya miguu. Kwa...
8923,0,Hawa wakikuyu wanadhani Mombasa ni Gatundu.....hahaha...simba joho deal with this thieves
8924,0,Hawa wakikuyu wamezidi. Salt+ red food colour ati ni pilipili ya mahindi choma.
8925,0,HAWA WAKIKUYU WALITOKA WAPI SERIAL KILLERS LOOTERS AND FULL OF HATRED
8926,0,Hawa wakikuyu wa Othaya wako na Ujaluo mwingi kuliko Wajaluo wa Kisumu..
8927,0,Hawa wakikuyu vipi yaani yaelekea hakuna hata 1 wao ambae aweza kufanya kazi kwakumuogopa MUNGU?AG aoni aibu kumukaripia nyachae
8928,0,Hawa wakikuyu though. Sa bae ameongeza waru wa sembe ndo ati ugali iwe mingi
8929,0,hawa wakikuyu hawawezi pigia raila kura lakini wakipomolewa vipanda wanakimbilia ofisi yake. Washenzi
8930,0,Hawa wakikuyu aki hawananga aibu. Unauza sukuma pahali pamechomewa mtu? Hata maiti haijabebwa!!! Sukuma zinanuka...
8931,0,Hawa wakamba wa Kavonokya[wakorino] wanakataa vaccination ya polio ni wapuzi sana
8932,0,hawa wajaluo wanaopiga kelele apa ndo wale the fore skin misleads the mind
8933,0,Hawa wajaluo wakihara na maugonjwa ya hiyo ukimwi Yao wanasema
8934,0,Hawa wajaluo wa jkuat juja they really sucks!! Kelele kila mahali wakiongea Kujaluo
8935,0,Hawa wajaluo wa airlift kmbe kule U.S walienda kusumbua sana. mmechki Philip Ochieng pulld a Barack Snr in th 60s?
8936,0,hawa wajaluo wa ni mafala ka wale wenzao wa na should mature up
8937,0,Hawa wajaluo wa wana mdomo Sana kcb imewatinga safi hell - endeni mshinde caf cup!
8938,0,Hawa wajaluo ni stupid an asian or a white can cm read a paper in th club witout a drink bt wen an African does than ni idler.really!!!!
8939,0,Hawa wajaluo lol no pun intended ths people r drunkards now to sports politics kff krfu
8940,0,Hawa wajaluo hawatuwezi mende hao aii RT : mnaingilia wakamba na mkitaka (cont)
8941,0,hawa wahindi useless zao hazina display ni tu kelele cc
8942,0,Hawa waChina watuheshimu ama warudi kwao hatuna shida kubwa! They move and devour everything like grasshoppers! Kenya is not wasteland! Nkt!
8943,0,hawa waarabu maquma sana
8944,0,Hawa ni wale professor wa wakikuyu professor rubbish. Amekula pesa ya NYS sasa kutoka asubuhi mpaka jioni ni Raila
8945,0,Hawa ni mungiki wakikuyu matiangi has given them weapons and police uniform to terrorise Luos. We shall revisit.
8946,0,Hawa ndugu zetu waHindi wanaweza kukutoa ndani uchi uchi ukidhani tumeingiliwa na mabomu juu..kumbe mafataki!mmmxxiiiuuu
8947,0,Hawa Madem wakisii wote wameundergo FGM
8948,0,Hawa madem wakale na boobs kubwa na haga kaa za waindi wanakaa kama funnel
8949,0,Hawa madame waluhya wamebeat... Eish warembo wetu wako wapi
8950,0,hawa ma twins wote ni wakikuyu sasa wezi wanakuja in double double
8951,0,Hawa ma Mps wajaluo wanapiga mdomo hapa Uhuru atawanunua wote !!! Kuweka tumbo mbele tu na njaa maghasia
8952,0,Hawa ma mpigs wako NTV wanapiga makelele utafikiria ni wakisii lol
8953,0,Hawa ' wazungu ' wanaamini kila ijumaa ya tarehe 13 ni siku ya majanga...waende Uswahilini ambapo kila siku ni majanga
8954,0,having a moment when u hear pope is around and you are locked somwhere for 5 dys then you ask GOD .
8955,0,Havi today there are 15 tracks full of kikuyus and Nandi polio men going to kisumu to kill people there do you guys know about that
8956,0,Haven't you people watched scarface??? Because that's what happens when we let illegal immigrants take over our country. Warudi kwao .
8957,0,Have you realized most Al-AShabaab attackers are not Cushitic but the Luhyas Kikuyus Luos etc who have turned Muslim like those in Mumias
8958,0,Have you just discovered today that all Kenyans are equal but Kikuyus are more equal??!!
8959,0,Have you gone there to confirm? The police is working for who has ordered shoot to kill Luos and Luiyahs in slums
8960,0,have you forgotten this one poverty is all over the central kenya and amongest all kikuyus
8961,0,Have you forgotten the Kikuyus burnt in church?? Kikuyus have been the whipping tribe of kenya every time there are tribal clashes.. Where is the so-called war in our blood when each n every time violence starts we are the biggest losers
8962,0,Have you forgotten Ruto planning mass murder of kikuyus ? Hmmmm.
8963,0,Have you ever Asked what Kikuyus Hate about Raila?? If you haven't I did and Guess what? It always comes Down to the Foreskin. I mean why would you insist on culture diversity yet you can never accept people's culture of Not Circumcising as a diversity?
8964,0,Hao si polisi ni Marasta in police uniform. And since UON is full of Luos they will just shoot to kill . See the bigger picture
8965,0,HAO NI MIKUNDU TUU..DOM HUKU NDIO MASHOGA KILA PEMBE!!RT : Hawa WAARABU KOKO Ntawarudisha (cont)
8966,0,Hakuna watu wezi kama wakikuyu ....fuck u kikuyus
8967,0,Hakuna watu stingy kama wakale . Mtu aniambie shida ya hawa watu hua gani ?
8968,0,Hakuna watu Kenya at the moment wanaskia uchungu kama Jubilee. They know what is coming on 21st. Moving on iliisha.
8969,0,Hakuna wapenda ukabila kuliko jamii ya wakikuyu those are doom curse
8970,0,Hakuna wajaluo wanauwawa hao niwezi
8971,0,HAKUNA RT : Nahakuna kitu utafanya RT : Kikuyus are most tribal lot in this country.
8972,0,FUCKTARD RT : Luos are more tribal than Kikuyus .... sue me!!!
8973,0,Fucking somalis shld all b deported n the govt build a fucking big wall along the bloody border. Warudi kwao wakauwanie huko
8974,0,fucking masai and sticky rn and my shorts are like annoying the fuck out of me
8975,0,FUCKEN : MUTHAMA threatens to evict all KIKUYUS frm his estates in Machakos/Naivasha they are THIEVES
8976,0,FUCK YOU RT : DAILY POST: LUOS should stopping worshipping RAILA ODINGA or else they will all (cont)
8977,0,Fuck you Mr. president you can't detain all luos because we all hate you i swear. God forbid!
8978,0,Fuck you Kikuyus ... i will never accomodate a kikuyu in my house. Mnatuambia tuhame kama Uhuru atashinda. I hate kikuyus .Raila is my REZO...
8979,0,Fuck uhuru FUCK nkaissery fuck ruto and FUCK all kikuyus ...Nkaiserry sucks uhuru's dick
8980,0,Fuck u nd yo stoopid opinion. Tha Fuckkk?? Are u crazy?!! RT : Luos are more tribal than Kikuyus .... sue me!!!
8981,0,Fuck u bana those are kikuyus killing luyhasand luos uhuruto ndo wanaenda hague
8982,0,Fuck this gorvernment ya can kill LUOS and the young generation plus women throw teargas n harm
8983,0,Fuck Kenyans wtf people are dying and all they care about is security babes you lost that time ago by being Somalis neighbor
8984,0,Fuck em. Instead of going after NYS moh county govt lands &roads thieves they are going after nyakundi for telling the truth.
8985,0,Fuck all peace preachers in Kenya including those fake church leaders who are now silent when Luos are being killed. We cannot forget.
8986,0,From your argument I take it that Kisiis are *Sungusungu and Kikuyus are Mungiki No? Then why are MUSLIMS TERRORISTS?
8987,0,From what I see this thing is simple Kikuyus are accusing Luos and Luos are accusing Kikuyus it has gone tribal now. But one thing we need to know is that a criminal is just a criminal weather from your tribe or not.
8988,0,from what i know Nyamira hakuna wakikuyu but baba ameekwa chini stfu bih
8989,0,From what I have seen. I think someone sexually assaulted someone and was forgiven by some TL feminists after apologizing...and other TL feminists are mad. And there's the Nyakundi topic which is just a bother.
8990,0,From wat av seen penye naishi most watchmen are luhyas (hadi security guards); Kwani papa shirash ni role model?Bt mi huwaita
8991,0,From tomorrow we r not part of kenya kikuyus and kalenjins csnnot elect a president for us.we are forming our own country n government ASAP
8992,0,From today... Handle any police as enemy coz they have orders to kill Luos ... Amin dada tried but failed.. We are all over the world not like Kikuyus... Kompyuta president must fall back to the recycled bin
8993,0,From the way NASA has divided the house seats it is clear that they are more tribal than anyone has ever been.
8994,0,From the replies....most of the luos are the ones spreading hate .
8995,0,From the name the L for Luo and Luhya is missing. Also missing are M S T for Masai Samburu Somali Turkana and Teso .
8996,0,Biggest challeng the women are telling us is how can we stop violence against women post elections
8997,0,Big ups . I like the way you are thinkin. Now its clear that not only kyuks are tribal but also luos are tribal
8998,0,Big shame on you. You were on the forefront hating on luos and even going to an extend of abusing Ida. Your hatred for luos will only kill you. We luos have nothing to loose on your hatred for us.
8999,0,Big Q: Are all KDF Kikuyus and Kalenjins ? just thinking aloud. -miguna
9000,0,Big mouths like u !.see how u talk! Luo leaders... are all in mathare n kibera luos ??? They r ppl! U have a biiiiiiig problem!
9001,0,Big Kikuyu business tycoons are making loses. Only those close to power are stealing. Economy bad Under Uthamaki
9002,0,Big head like you hardly can understand Indian diversity n values. Coz China never knows these words n naive guys just born to eat live n die like robots U better save ur China from splitting ok?
9003,0,Big ears must hate us Luos . But what do I know? Am not a camel that talks from both sides of the mouth.
9004,0,big brother is watchingRT : True sisi waluhya... Hehe RT : In my opinion luhyas are (cont)
9005,0,Big blow to RAILA ODINGA as WALUKE resigns! TUMBO POLITICS will kill LUHYAs
9006,0,Big gold and perfect for summer these Golden Warrior earrings are influenced by the Masai tribe:
9007,0,BIASED;These guys can make one believe it's only Kikuyus who are hated.Kikuyus too hate Luos and Luhyas to death .
9008,0,BIASED;These guys can make one believe it's only Kikuyus who are hated. Kikuyus too hate Luos and Luhyas in same measure .
9009,0,Bias against Christians continues to get worse!
9010,0,Beyonce mkamba pia.. kambas are hotRT : jay z angekuwa mjaka. Haha
9011,0,Bewegender und aufr ttelnder Talk von ber seinen 2jahrigen Kampf gegen und Verleumdung
9012,0,Better be a tribal chief than archbishop of corruption Lets call tribe tribe Uhuru a Kikuyu is unfit to lead
9013,0,Best Kikuyus are those that have lived in Molo Njoro. They know how injustice looks like. They'll support Uhuru but will never harm a Luo.
9014,0,Bel Akinyi ask: Niulize Wakikuyu since you're the ones responsible for this nonsense you're praising Justice Ojwang hana foreskin sindio?
9015,0,Being thick upstairs cant be sued! RT : Luos are more tribal than Kikuyus.... sue me!!!
9016,0,Being thick upstairs cant be sued! RT : Luos are more tribal than Kikuyus .... sue me!!!
9017,0,Being Luo is a crime that is punishable by death
9018,0,Being kikuyus enough reason why CS Matiang'i is doing all he can to arrest police officers. Had it been a Luo Kisii Kamba or luhya hhhhhh
9019,0,Being anti-Luo has worked among Kikuyus elites for over 50 years. That's the surest way to 'inherit' the mantle from Uhuru..JUVENILE
9020,0,Being a luo I don't expect you to vote for anyone else other than Raila - You luos and kikuyus are the face of tribalism in Kenya ...
9021,0,being a down town guy two things I have proved through research 90% of disabled beggar kids are Tanzanians 90% of watchmen are Luhyas
